,發票日期,消費明細_數量,消費明細_單價,消費明細_金額,store_clean,item_clean,label,user_id,price_bucket,label_id
1328,2025-12-27,1.0,70.0,70.0,大仟飲料店,牧香穀物鮮奶茶(l),飲食,1,LOW,0
1329,2025-12-27,1.0,10.0,10.0,大仟飲料店,白玉珍珠 / 微冰 / 無糖,飲食,1,VERY_LOW,0
1330,2025-12-27,1.0,466.0,466.0,遠東百貨板橋新站,超市餐飲其他,飲食,1,MID,0
1331,2025-12-27,1.0,40.0,40.0,歐特儀市民廣場地下停車場,停車費,交通,1,VERY_LOW,1
1332,2025-12-27,1.0,35.0,35.0,大仟飲料店,芽香綠金萱(l),飲食,1,VERY_LOW,0
1333,2025-12-29,2.0,45.0,90.0,統一超商新北市第一四三五,美式冰咖啡(大),飲食,1,LOW,0
1334,2025-12-29,4.58,28.3,130.0,永錡大安加油站,95無鉛汽油,交通,1,LOW,1
1335,2025-12-29,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1336,2025-12-30,1.0,140.0,140.0,統一超商,冰/熱 美式咖啡(大),飲食,1,LOW,0
1337,2025-12-30,1.0,50.0,50.0,星翔飲料店,大1四季春珍波椰,飲食,1,LOW,0
1338,2025-12-30,1.0,240.0,240.0,冠樺生活,輕食咖啡廳,飲食,1,MID,0
1339,2025-12-30,1.0,440.0,440.0,冠樺生活,熟食,飲食,1,MID,0
1340,2025-12-30,1.0,40.0,40.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1341,2025-12-31,1.0,99.0,99.0,全家便利商店高雄市第二五七門市部,完美封漏經典棉柔35cm,購物,1,LOW,2
1342,2025-12-31,1.0,99.0,99.0,全家便利商店高雄市第二五七門市部,完美封漏經典棉柔35cm,購物,1,LOW,2
1343,2026-01-01,1.0,579.0,579.0,貳堂餐廳,霜降牛+梅花豬,飲食,1,HIGH,0
1344,2026-01-01,1.0,69.0,69.0,貳堂餐廳,墨西哥辣肉醬湯,飲食,1,LOW,0
1345,2026-01-01,1.0,369.0,369.0,貳堂餐廳,傳承50爆炒系列,飲食,1,MID,0
1346,2026-01-01,1.0,55.0,55.0,路易莎職人咖啡二零五,a 美式黑咖啡-中冰,飲食,1,LOW,0
1347,2026-01-01,1.0,60.0,60.0,路易莎職人咖啡二零五,scr小農雪點鮮奶茶-中熱,飲食,1,LOW,0
1348,2026-01-01,1.0,102.0,102.0,貳堂餐廳,清潔費,飲食,1,LOW,0
1349,2026-01-02,1.0,45.0,45.0,統一超商高雄市第六三七,偉嘉貓食濕糧海陸饗宴餐,飲食,1,VERY_LOW,0
1350,2026-01-02,1.0,29.0,29.0,統一超商高雄市第六三七,惜時金貓餐罐80g(鮪魚+蝦肉蟹肉),飲食,1,VERY_LOW,0
1351,2026-01-02,1.0,170.0,170.0,全聯實業鹽埕七賢三,三花男性背心 l,購物,1,MID,2
1352,2026-01-03,1.0,240.0,240.0,咻咻熊工作室,生活用品,購物,1,MID,2
1353,2026-01-03,1.0,90.0,90.0,貓啡因商行,紅茶,飲食,1,LOW,0
1354,2026-01-03,1.0,120.0,120.0,貓啡因商行,多多綠茶,飲食,1,LOW,0
1355,2026-01-03,1.0,200.0,200.0,貓啡因商行,菲力雞排麵包,飲食,1,MID,0
1356,2026-01-03,1.0,160.0,160.0,貓啡因商行,原味波士頓,飲食,1,MID,0
1357,2026-01-03,1.0,95.0,95.0,貓啡因商行,香蒜起士麵包,飲食,1,LOW,0
1358,2026-01-03,1.0,60.0,60.0,怡天餐飲,餅乾3片,飲食,1,LOW,0
1359,2026-01-04,1.0,50.0,50.0,源湧商行,金萱雙q,飲食,1,LOW,0
1360,2026-01-04,1.0,100.0,100.0,臺北大眾捷運內湖線南港展覽館站,桌球場,娛樂,1,LOW,3
1361,2026-01-04,3.0,60.0,180.0,統一超商新北市第一四三五,美式冰咖啡(特大),飲食,1,MID,0
1362,2026-01-05,1.0,2.0,2.0,統一超商新北市第一四三五,可重複使用提袋(1杯裝),飲食,1,VERY_LOW,0
1363,2026-01-05,1.0,45.0,45.0,統一超商新北市第一四三五,美式冰咖啡(大),飲食,1,VERY_LOW,0
1364,2026-01-05,1.0,50.0,50.0,頂尖運動行銷樹林營業所,體適能-全票,娛樂,1,LOW,3
1365,2026-01-06,1.0,60.0,60.0,統一聖娜多堡市站門市部,16oz(冰)特選美式咖啡,飲食,1,LOW,0
1366,2026-01-06,1.0,39.0,39.0,統一聖娜多堡市站門市部,極選厚菠蘿,飲食,1,VERY_LOW,0
1367,2026-01-06,1.0,45.0,45.0,作燴餐飲科技,迷客夏虎林 - 原片初露青茶(l),飲食,1,VERY_LOW,0
1368,2026-01-06,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1369,2026-01-06,1.0,555.0,555.0,冠樺生活,餐廳,飲食,1,HIGH,0
1370,2026-01-07,1.0,20.0,20.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1371,2026-01-07,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1372,2026-01-07,1.0,39.0,39.0,統一聖娜多堡市站門市部,極選厚菠蘿,飲食,1,VERY_LOW,0
1373,2026-01-07,1.0,60.0,60.0,統一聖娜多堡市站門市部,16oz(冰)特選美式咖啡,飲食,1,LOW,0
1374,2026-01-07,1.0,125.0,125.0,百變全球餐飲,12fit - 特餐_七味蒜香雞胸(b),飲食,1,LOW,0
1375,2026-01-08,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1376,2026-01-08,1.0,170.0,170.0,九南商行,黑蒜豚骨拉麵,飲食,1,MID,0
1377,2026-01-08,1.0,150.0,150.0,九南商行,韓式泡菜拉麵,飲食,1,MID,0
1378,2026-01-08,1.0,30.0,30.0,九南商行,糖心蛋(兩片),飲食,1,VERY_LOW,0
1379,2026-01-08,1.0,59.0,59.0,統一超商台北市第一0二七,鮪魚肉鬆雙手卷,飲食,1,LOW,0
1380,2026-01-08,1.0,45.0,45.0,統一超商台北市第一0二七,美式冰咖啡(大),飲食,1,VERY_LOW,0
1381,2026-01-08,1.0,30.0,30.0,九南商行,配料,飲食,1,VERY_LOW,0
1382,2026-01-09,1.0,1100.0,1100.0,冠樺生活,餐飲,飲食,1,HIGH,0
1383,2026-01-09,1.0,40.0,40.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1384,2026-01-09,1.0,35.0,35.0,統一超商台北市第一0二七,光泉午后時光重乳奶茶400ml,飲食,1,VERY_LOW,0
1385,2026-01-09,1.0,28.0,28.0,統一超商台北市第一0二七,御選肉鬆飯糰,飲食,1,VERY_LOW,0
1386,2026-01-09,1.0,125.0,125.0,百變全球餐飲,12fit - 特餐_七味蒜香雞胸(b),飲食,1,LOW,0
1387,2026-01-09,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1388,2026-01-10,1.0,35.0,35.0,大仟飲料店,芽香綠金萱(l),飲食,1,VERY_LOW,0
1389,2026-01-10,1.0,10.0,10.0,大仟飲料店,白玉珍珠 / 微冰 / 無糖,飲食,1,VERY_LOW,0
1390,2026-01-10,1.0,90.0,90.0,貓啡因商行,紅茶,飲食,1,LOW,0
1391,2026-01-10,1.0,120.0,120.0,貓啡因商行,多多綠茶,飲食,1,LOW,0
1392,2026-01-10,1.0,160.0,160.0,貓啡因商行,原味波士頓,飲食,1,MID,0
1393,2026-01-10,1.0,70.0,70.0,大仟飲料店,牧香穀物鮮奶茶(l),飲食,1,LOW,0
1394,2026-01-10,1.0,160.0,160.0,貓啡因商行,極致巧克力蛋糕,飲食,1,MID,0
1395,2026-01-10,2.0,95.0,190.0,貓啡因商行,香蒜起士麵包,飲食,1,MID,0
1396,2026-01-10,1.0,130.0,130.0,貓啡因商行,酥脆雞塊,飲食,1,LOW,0
1397,2026-01-10,1.0,130.0,130.0,貓啡因商行,酥脆雞塊,飲食,1,LOW,0
1398,2026-01-10,1.0,40.0,40.0,歐特儀市民廣場地下停車場,停車費,交通,1,VERY_LOW,1
1399,2026-01-11,1.0,100.0,100.0,臺北大眾捷運內湖線南港展覽館站,桌球場,娛樂,1,LOW,3
1400,2026-01-12,1.0,50.0,50.0,頂尖運動行銷樹林營業所,體適能-全票,娛樂,1,LOW,3
1401,2026-01-13,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1402,2026-01-13,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1403,2026-01-13,1.0,40.0,40.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1404,2026-01-14,1.0,340.0,340.0,冠樺生活,熟食,飲食,1,MID,0
1405,2026-01-14,1.0,40.0,40.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1406,2026-01-14,1.0,45.0,45.0,統一超商台北市第一0二七,美式冰咖啡(大),飲食,1,VERY_LOW,0
1407,2026-01-14,1.0,30.0,30.0,統一超商台北市第一0二七,新感覺可可夾心,飲食,1,VERY_LOW,0
1408,2026-01-14,1.0,20.0,20.0,統一超商台北市第一0二七,台灣上等蕉(裸賣),飲食,1,VERY_LOW,0
1409,2026-01-14,1.0,100.0,100.0,臺北大眾捷運內湖線南港展覽館站,桌球場,娛樂,1,LOW,3
1410,2026-01-14,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1411,2026-01-15,1.0,42.0,42.0,統一聖娜多堡市站門市部,金塊香蒜-小單位,飲食,1,VERY_LOW,0
1412,2026-01-15,1.0,120.0,120.0,百變全球餐飲,日香雞肉飯 - 私房辣椒雞腿飯(b),飲食,1,LOW,0
1413,2026-01-15,1.0,45.0,45.0,作燴餐飲科技,老賴松山 - 文清烏龍(l),飲食,1,VERY_LOW,0
1414,2026-01-15,1.0,60.0,60.0,統一聖娜多堡市站門市部,16oz(冰)特選美式咖啡,飲食,1,LOW,0
1415,2026-01-15,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1416,2026-01-15,1.0,100.0,100.0,臺北大眾捷運內湖線南港展覽館站,桌球場,娛樂,1,LOW,3
1417,2026-01-15,1.0,40.0,40.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1418,2026-01-15,1.0,665.0,665.0,冠樺生活,餐廳,飲食,1,HIGH,0
1419,2026-01-16,1.0,42.0,42.0,統一聖娜多堡市站門市部,金塊香蒜-小單位,飲食,1,VERY_LOW,0
1420,2026-01-16,1.0,125.0,125.0,百變全球餐飲,12fit - 特餐_七味蒜香雞胸(b),飲食,1,LOW,0
1421,2026-01-16,1.0,40.0,40.0,作燴餐飲科技,河河飲品 - 日光金萱(xl),飲食,1,VERY_LOW,0
1422,2026-01-16,1.0,60.0,60.0,統一聖娜多堡市站門市部,16oz(冰)特選美式咖啡,飲食,1,LOW,0
1423,2026-01-16,1.0,150.0,150.0,九南商行,韓式泡菜拉麵,飲食,1,MID,0
1424,2026-01-16,1.0,170.0,170.0,九南商行,黑蒜豚骨拉麵,飲食,1,MID,0
1425,2026-01-16,1.0,30.0,30.0,九南商行,糖心蛋(兩片),飲食,1,VERY_LOW,0
1426,2026-01-16,1.0,30.0,30.0,九南商行,配料,飲食,1,VERY_LOW,0
1427,2026-01-16,1.0,217.0,217.0,冠樺生活,輕食咖啡廳,飲食,1,MID,0
1428,2026-01-16,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1429,2026-01-17,1.0,43.0,43.0,吾時食清燉紅燒牛肉麵,燙青菜,飲食,1,VERY_LOW,0
1430,2026-01-17,1.0,40.0,40.0,歐特儀市民廣場地下停車場,臨停費用,交通,1,VERY_LOW,1
1431,2026-01-17,1.0,113.0,113.0,吾時食清燉紅燒牛肉麵,b 優惠套餐(原價138),飲食,1,LOW,0
1432,2026-01-17,2.0,208.0,416.0,吾時食清燉紅燒牛肉麵,母傳原湯清燉牛肉,飲食,1,MID,0
1433,2026-01-17,1.0,160.0,160.0,貓啡因商行,極致巧克力蛋糕,飲食,1,MID,0
1434,2026-01-17,1.0,70.0,70.0,大仟飲料店,牧香穀物鮮奶茶(l),飲食,1,LOW,0
1435,2026-01-17,1.0,90.0,90.0,貓啡因商行,紅茶,飲食,1,LOW,0
1436,2026-01-17,1.0,10.0,10.0,大仟飲料店,無糖 / 白玉珍珠 / 微冰,飲食,1,VERY_LOW,0
1437,2026-01-17,1.0,160.0,160.0,貓啡因商行,草莓,飲食,1,MID,0
1438,2026-01-17,1.0,130.0,130.0,貓啡因商行,酥脆雞塊,飲食,1,LOW,0
1439,2026-01-17,1.0,120.0,120.0,貓啡因商行,多多綠茶,飲食,1,LOW,0
1440,2026-01-17,1.0,35.0,35.0,大仟飲料店,芽香綠金萱(l),飲食,1,VERY_LOW,0
1441,2026-01-18,1.0,50.0,50.0,路易莎職人咖啡新板傑仕堡,四 四季翠玉青茶-大冰,飲食,1,LOW,0
1442,2026-01-19,1.0,30.0,30.0,亞東學校財團法人亞東科技大學,停車費,交通,1,VERY_LOW,1
1443,2026-01-19,1.0,35.0,35.0,安心食品服務南港展館,冰紅茶-中(新),飲食,1,VERY_LOW,0
1444,2026-01-19,1.0,95.0,95.0,安心食品服務南港展館,s辣腿塊方塊雙拼套餐,飲食,1,LOW,0
1445,2026-01-19,1.0,55.0,55.0,安心食品服務南港展館,玉米濃湯,飲食,1,LOW,0
1446,2026-01-19,1.0,60.0,60.0,安心食品服務南港展館,d摩斯雞塊套加60,飲食,1,LOW,0
1447,2026-01-19,1.0,85.0,85.0,安心食品服務南港展館,超級大麥海洋珍珠堡,飲食,1,LOW,0
1448,2026-01-19,1.0,70.0,70.0,安心食品服務南港展館,摩斯鱈魚堡,飲食,1,LOW,0
1449,2026-01-19,1.0,40.0,40.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1450,2026-01-20,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1451,2026-01-20,1.0,45.0,45.0,統一超商台北市第一0二七,美式冰咖啡(大),飲食,1,VERY_LOW,0
1452,2026-01-20,1.0,59.0,59.0,統一超商台北市第一0二七,鮪魚肉鬆雙手卷,飲食,1,LOW,0
1453,2026-01-20,1.0,40.0,40.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1454,2026-01-20,1.0,440.0,440.0,冠樺生活,熟食,飲食,1,MID,0
1455,2026-01-20,1.0,310.0,310.0,冠樺生活,輕食咖啡廳,飲食,1,MID,0
1456,2026-01-21,1.0,45.0,45.0,統一超商台北市第一0二七,美式冰咖啡(大),飲食,1,VERY_LOW,0
1457,2026-01-21,1.0,28.0,28.0,統一超商台北市第一0二七,御選肉鬆飯糰,飲食,1,VERY_LOW,0
1458,2026-01-21,1.0,137.0,137.0,統一超商,冰/熱 美式咖啡(大),飲食,1,LOW,0
1459,2026-01-21,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1460,2026-01-22,1.0,60.0,60.0,統一聖娜多堡市站門市部,16oz(冰)特選美式咖啡,飲食,1,LOW,0
1461,2026-01-22,1.0,42.0,42.0,統一聖娜多堡市站門市部,金塊香蒜-小單位,飲食,1,VERY_LOW,0
1462,2026-01-22,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1463,2026-01-22,1.0,40.0,40.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1464,2026-01-23,1.0,60.0,60.0,統一聖娜多堡市站門市部,16oz(冰)特選美式咖啡,飲食,1,LOW,0
1465,2026-01-23,1.0,45.0,45.0,作燴餐飲科技,50嵐饒河 - 黃金烏龍(l),飲食,1,VERY_LOW,0
1466,2026-01-23,1.0,125.0,125.0,百變全球餐飲,12fit - 特餐_七味蒜香雞胸(b),飲食,1,LOW,0
1467,2026-01-23,1.0,425.0,425.0,一娘子小吃店,小菜,飲食,1,MID,0
1468,2026-01-23,1.0,42.0,42.0,統一聖娜多堡市站門市部,金塊香蒜-小單位,飲食,1,VERY_LOW,0
1469,2026-01-23,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1470,2026-01-23,1.0,40.0,40.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1471,2026-01-23,1.0,100.0,100.0,臺北大眾捷運內湖線南港展覽館站,桌球場,娛樂,1,LOW,3
1472,2026-01-23,1.0,100.0,100.0,臺北大眾捷運內湖線南港展覽館站,桌球場,娛樂,1,LOW,3
1473,2026-01-24,1.0,160.0,160.0,貓啡因商行,炙燒乳酪蛋糕,飲食,1,MID,0
1474,2026-01-24,1.0,160.0,160.0,貓啡因商行,草莓,飲食,1,MID,0
1475,2026-01-24,1.0,90.0,90.0,貓啡因商行,紅茶,飲食,1,LOW,0
1476,2026-01-24,1.0,50.0,50.0,星翔飲料店,大1四季春珍波椰,飲食,1,LOW,0
1477,2026-01-24,1.0,120.0,120.0,貓啡因商行,多多綠茶,飲食,1,LOW,0
1478,2026-01-24,1.0,239.0,239.0,遠東百貨板橋新站,超市餐飲其他,飲食,1,MID,0
1479,2026-01-25,1.0,130.0,130.0,貓啡因商行,奶茶,飲食,1,LOW,0
1480,2026-01-25,1.0,90.0,90.0,貓啡因商行,紅茶,飲食,1,LOW,0
1481,2026-01-25,1.0,160.0,160.0,貓啡因商行,原味波士頓,飲食,1,MID,0
1482,2026-01-25,1.0,130.0,130.0,貓啡因商行,酥脆雞塊,飲食,1,LOW,0
1483,2026-01-25,1.0,40.0,40.0,歐特儀市民廣場地下停車場,停車費,交通,1,VERY_LOW,1
1484,2026-01-26,1.0,50.0,50.0,源湧商行,金萱雙q,飲食,1,LOW,0
1485,2026-01-26,1.0,50.0,50.0,頂尖運動行銷樹林營業所,體適能-全票,娛樂,1,LOW,3
1486,2026-01-26,1.0,40.0,40.0,源湧商行,高山金萱茶,飲食,1,VERY_LOW,0
1487,2026-01-26,1.0,81.0,81.0,全聯實業樹林樹德,冠軍養力幼秀卵,購物,1,LOW,2
1488,2026-01-26,1.0,16.0,16.0,全聯實業樹林樹德,美國洋蔥(粒),購物,1,VERY_LOW,2
1489,2026-01-26,4.35,28.6,125.0,永錡保安加油站,95無鉛汽油,交通,1,LOW,1
1490,2026-01-26,1.0,35.0,35.0,全聯實業樹林樹德,菠菜(產銷履歷),飲食,1,VERY_LOW,0
1491,2026-01-27,1.0,506.0,406.0,冠樺生活,熟食,飲食,1,MID,0
1492,2026-01-27,1.0,45.0,45.0,統一超商台北市第一0二七,美式冰咖啡(大),飲食,1,VERY_LOW,0
1493,2026-01-27,1.0,28.0,28.0,統一超商台北市第一0二七,御選肉鬆飯糰,飲食,1,VERY_LOW,0
1494,2026-01-27,1.0,20.0,20.0,統一超商台北市第一0二七,台灣上等蕉(裸賣),飲食,1,VERY_LOW,0
1495,2026-01-27,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1496,2026-01-28,1.0,100.0,100.0,臺北大眾捷運內湖線南港展覽館站,桌球場,娛樂,1,LOW,3
1497,2026-01-28,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1498,2026-01-28,1.0,85.0,85.0,安心食品服務市府門市部,超級大麥海洋珍珠堡,飲食,1,LOW,0
1499,2026-01-28,1.0,28.0,28.0,統一超商台北市第一0二七,御選肉鬆飯糰,飲食,1,VERY_LOW,0
1500,2026-01-28,1.0,60.0,60.0,安心食品服務市府門市部,c黃金地瓜薯條套加6,飲食,1,LOW,0
1501,2026-01-28,1.0,30.0,30.0,統一超商台北市第一0二七,台灣香蕉重量分享包(2入),飲食,1,VERY_LOW,0
1502,2026-01-28,1.0,45.0,45.0,統一超商台北市第一0二七,美式冰咖啡(大),飲食,1,VERY_LOW,0
1503,2026-01-28,1.0,55.0,55.0,安心食品服務市府門市部,玉米濃湯,飲食,1,LOW,0
1504,2026-01-29,1.0,125.0,125.0,百變全球餐飲,12fit - 特餐_七味蒜香雞胸(b),飲食,1,LOW,0
1505,2026-01-29,1.0,143.0,143.0,統一超商,冰/熱 美式咖啡(大),飲食,1,LOW,0
1506,2026-01-29,2.0,28.0,56.0,統一超商台北市第一0二七,御選肉鬆飯糰,飲食,1,LOW,0
1507,2026-01-29,1.0,45.0,45.0,統一超商台北市第一0二七,美式冰咖啡(大),飲食,1,VERY_LOW,0
1508,2026-01-29,2.0,25.0,50.0,統一超商台北縣第四一六,午后時光-重乳奶茶tp330,飲食,1,LOW,0
1509,2026-01-29,1.0,33.0,33.0,統一超商台北縣第四一六,美式原味熱狗,飲食,1,VERY_LOW,0
1510,2026-01-30,1.0,55.0,55.0,一娘子小吃店,蛤蠣湯,飲食,1,LOW,0
1511,2026-01-30,1.0,120.0,120.0,百變全球餐飲,12fit - 特餐_柚香檸檬清炒雞(a),飲食,1,LOW,0
1512,2026-01-30,1.0,100.0,100.0,一娘子小吃店,皮蛋乾麵,飲食,1,LOW,0
1513,2026-01-30,1.0,60.0,60.0,一娘子小吃店,餛飩湯,飲食,1,LOW,0
1514,2026-01-30,1.0,100.0,100.0,一娘子小吃店,皮蛋乾麵,飲食,1,LOW,0
1515,2026-01-30,1.0,40.0,40.0,一娘子小吃店,豆干滷蛋海帶,飲食,1,VERY_LOW,0
1516,2026-01-30,1.0,45.0,45.0,統一超商台北市第一0二七,美式冰咖啡(大),飲食,1,VERY_LOW,0
1517,2026-01-30,1.0,28.0,28.0,統一超商台北市第一0二七,御選肉鬆飯糰,飲食,1,VERY_LOW,0
1518,2026-01-30,1.0,40.0,40.0,一娘子小吃店,燙青菜,飲食,1,VERY_LOW,0
1519,2026-01-30,1.0,30.0,30.0,統一超商台北市第一0二七,台灣香蕉重量分享包(2入),飲食,1,VERY_LOW,0
1520,2026-01-31,1.0,433.0,433.0,遠東百貨板橋新站,超市餐飲其他,飲食,1,MID,0
1521,2026-01-31,1.0,130.0,130.0,貓啡因商行,奶茶,飲食,1,LOW,0
1522,2026-01-31,1.0,90.0,90.0,貓啡因商行,紅茶,飲食,1,LOW,0
1523,2026-01-31,2.0,160.0,320.0,貓啡因商行,極致巧克力蛋糕,飲食,1,MID,0
1524,2026-01-31,1.0,79.0,79.0,誠品生活新板,minecraft 165吋合金公仔驚喜包/ w1/ 隨機,娛樂,1,LOW,3
1525,2026-01-31,1.0,79.0,79.0,誠品生活新板,minecraft 165吋合金公仔驚喜包/ w1/ 隨機,娛樂,1,LOW,3
1526,2026-02-01,1.0,530.0,530.0,欣食旅 南港營業所,餐飲費,飲食,1,HIGH,0
1527,2026-02-01,1.0,29.0,29.0,冠樺生活,fmc鹼性離子水800ml,飲食,1,VERY_LOW,0
1528,2026-02-01,1.0,50.0,50.0,星翔飲料店,大1四季春珍波椰,飲食,1,LOW,0
1529,2026-02-02,1.0,50.0,50.0,星翔飲料店,大1四季春珍波椰,飲食,1,LOW,0
1530,2026-02-03,1.0,85.0,85.0,冠樺生活,藥粧藥房,醫療健康,1,LOW,5
1531,2026-02-03,1.0,25.0,25.0,統一超商新北市第一四三五,午后時光-重乳奶茶tp330,飲食,1,VERY_LOW,0
1532,2026-02-03,1.0,45.0,45.0,統一超商台北市第六八七,京都念慈菴雙層枇杷軟喉糖(原味),飲食,1,VERY_LOW,0
1533,2026-02-03,1.0,42.0,42.0,統一聖娜多堡市站門市部,金塊香蒜-小單位,飲食,1,VERY_LOW,0
1534,2026-02-03,1.0,60.0,60.0,統一聖娜多堡市站門市部,16oz(冰)特選美式咖啡,飲食,1,LOW,0
1535,2026-02-03,1.0,120.0,120.0,百變全球餐飲,日香雞肉飯 - 私房辣椒雞腿飯(b),飲食,1,LOW,0
1536,2026-02-03,1.0,675.0,675.0,冠樺生活,餐廳,飲食,1,HIGH,0
1537,2026-02-04,1.0,20.0,20.0,統一超商台北市第一0二七,台灣上等蕉(裸賣),飲食,1,VERY_LOW,0
1538,2026-02-04,1.0,100.0,100.0,臺北大眾捷運內湖線南港展覽館站,桌球場,娛樂,1,LOW,3
1539,2026-02-04,1.0,28.0,28.0,統一超商台北市第一0二七,御選肉鬆飯糰,飲食,1,VERY_LOW,0
1540,2026-02-05,1.0,40.0,40.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1541,2026-02-05,1.0,15.0,15.0,九南商行,配料,飲食,1,VERY_LOW,0
1542,2026-02-05,1.0,35.0,35.0,九南商行,涼拌豆干絲,飲食,1,VERY_LOW,0
1543,2026-02-05,1.0,30.0,30.0,九南商行,糖心蛋(兩片),飲食,1,VERY_LOW,0
1544,2026-02-05,1.0,150.0,150.0,九南商行,韓式泡菜拉麵,飲食,1,MID,0
1545,2026-02-05,1.0,170.0,170.0,九南商行,黑蒜豚骨拉麵,飲食,1,MID,0
1546,2026-02-05,1.0,42.0,42.0,統一聖娜多堡市站門市部,金塊香蒜-小單位,飲食,1,VERY_LOW,0
1547,2026-02-05,1.0,60.0,60.0,統一聖娜多堡市站門市部,16oz(冰)特選美式咖啡,飲食,1,LOW,0
1548,2026-02-05,1.0,125.0,125.0,百變全球餐飲,輕輕地中海餐盒 - 匈牙利香蒜雞胸(c),飲食,1,LOW,0
1549,2026-02-06,1.0,125.0,125.0,百變全球餐飲,12fit - 特餐_七味蒜香雞胸(b),飲食,1,LOW,0
1550,2026-02-06,1.0,60.0,60.0,統一聖娜多堡市站門市部,16oz(冰)特選美式咖啡,飲食,1,LOW,0
1551,2026-02-06,1.0,40.0,40.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1552,2026-02-06,1.0,60.0,60.0,永二茶坊,飲料,飲食,1,LOW,0
1553,2026-02-06,1.0,50.0,50.0,統一聖娜多堡市站門市部,32層菠蘿可頌,飲食,1,LOW,0
1554,2026-02-07,1.0,70.0,70.0,大仟飲料店,牧香穀物鮮奶茶(l),飲食,1,LOW,0
1555,2026-02-07,1.0,35.0,35.0,大仟飲料店,芽香綠金萱(l),飲食,1,VERY_LOW,0
1556,2026-02-07,1.0,229.0,229.0,三商餐飲板橋府中門市部,百事_豚丼套餐,飲食,1,MID,0
1557,2026-02-07,1.0,190.0,190.0,三商餐飲板橋府中門市部,11(大)爪哇咖哩牛丼,飲食,1,MID,0
1558,2026-02-07,1.0,90.0,90.0,三商餐飲板橋府中門市部,69元套餐,飲食,1,LOW,0
1559,2026-02-07,1.0,10.0,10.0,大仟飲料店,無糖 / 微冰 / 白玉珍珠,飲食,1,VERY_LOW,0
1560,2026-02-09,1.0,25.0,25.0,統一超商台北縣第六三七,章魚燒串,飲食,1,VERY_LOW,0
1561,2026-02-09,1.0,25.0,25.0,統一超商台北縣第六三七,手工高麗菜捲,飲食,1,VERY_LOW,0
1562,2026-02-09,2.0,20.0,40.0,統一超商台北縣第六三七,原味豬肉貢丸(關),飲食,1,VERY_LOW,0
1563,2026-02-09,1.0,50.0,50.0,源湧商行,金萱雙q,飲食,1,LOW,0
1564,2026-02-10,1.0,125.0,125.0,百變全球餐飲,12fit - 特餐_七味蒜香雞胸(b),飲食,1,LOW,0
1565,2026-02-10,1.0,35.0,35.0,正好停樹林車站停車場,parking fee,交通,1,VERY_LOW,1
1566,2026-02-10,2.0,28.0,56.0,統一超商台北市第一0二七,御選肉鬆飯糰,飲食,1,LOW,0
1567,2026-02-10,1.0,20.0,20.0,統一超商台北市第一0二七,台灣上等蕉(裸賣),飲食,1,VERY_LOW,0
1568,2026-02-10,1.0,45.0,45.0,統一超商台北市第一0二七,美式冰咖啡(大),飲食,1,VERY_LOW,0
1569,2026-02-10,1.0,40.0,40.0,冠樺生活,熟食,飲食,1,VERY_LOW,0
1570,2026-02-11,1.0,60.0,60.0,統一聖娜多堡市站門市部,16oz(冰)特選美式咖啡,飲食,1,LOW,0
